,Date,Ticker,Dividend
217,2020-01-29 00:00:00-05:00,BSRR,0.2
218,2020-01-30 00:00:00-05:00,HNRG,0.04
219,2020-01-30 00:00:00-05:00,UNM,0.285
220,2020-01-30 00:00:00-05:00,OSBC,0.01
221,2020-01-30 00:00:00-05:00,ATLO,0.24
222,2020-01-30 00:00:00-05:00,CBAN,0.1
223,2020-01-30 00:00:00-05:00,PFE,0.360531
224,2020-01-30 00:00:00-05:00,CLDT,0.11
225,2020-01-30 00:00:00-05:00,FAST,0.25
226,2020-01-30 00:00:00-05:00,TRGP,0.91
227,2020-01-30 00:00:00-05:00,VRTS,0.67
228,2020-01-30 00:00:00-05:00,ALLY,0.19
229,2020-01-30 00:00:00-05:00,SCHL,0.15
230,2020-01-30 00:00:00-05:00,SDXAY,0.648
231,2020-01-30 00:00:00-05:00,CAG,0.213
232,2020-01-30 00:00:00-05:00,AGNC,0.16
233,2020-01-30 00:00:00-05:00,LNT,0.38
234,2020-01-30 00:00:00-05:00,MCBS,0.11
235,2020-01-30 00:00:00-05:00,MS,0.35
236,2020-01-30 00:00:00-05:00,AES,0.143
237,2020-01-30 00:00:00-05:00,NWN,0.478
238,2020-01-30 00:00:00-05:00,STAG,0.12
239,2020-01-30 00:00:00-05:00,FCCO,0.12
240,2020-01-30 00:00:00-05:00,OHI,0.67
241,2020-01-30 00:00:00-05:00,SIG,0.37
242,2020-01-30 00:00:00-05:00,TXN,0.9
243,2020-01-30 00:00:00-05:00,FTF,0.083
244,2020-01-30 00:00:00-05:00,NNN,0.515
245,2020-01-30 00:00:00-05:00,SKT,0.355
246,2020-01-30 00:00:00-05:00,AM,0.308
247,2020-01-30 00:00:00-05:00,HAS,0.68
248,2020-01-30 00:00:00-05:00,LCUT,0.043
249,2020-01-30 00:00:00-05:00,LW,0.23
250,2020-01-30 00:00:00-05:00,AOS,0.24
251,2020-01-30 00:00:00-05:00,EPR,0.375
252,2020-01-30 00:00:00-05:00,CSWI,0.135
253,2020-01-30 00:00:00-05:00,KFFB,0.1
254,2020-01-31 00:00:00-05:00,C,0.51
255,2020-01-31 00:00:00-05:00,DGICB,0.128
256,2020-01-31 00:00:00-05:00,CRS,0.2
257,2020-01-31 00:00:00-05:00,APOG,0.188
258,2020-01-31 00:00:00-05:00,PEBK,0.15
259,2020-01-31 00:00:00-05:00,PEBO,0.34
260,2020-01-31 00:00:00-05:00,BMO,0.802
261,2020-01-31 00:00:00-05:00,DMLP,0.361
262,2020-01-31 00:00:00-05:00,PETS,0.27
263,2020-01-31 00:00:00-05:00,ASRV,0.025
264,2020-01-31 00:00:00-05:00,AON,0.44
265,2020-01-31 00:00:00-05:00,CLAR,0.02495
266,2020-01-31 00:00:00-05:00,WABC,0.41
267,2020-01-31 00:00:00-05:00,GT,0.16
268,2020-01-31 00:00:00-05:00,FBIZ,0.165
269,2020-01-31 00:00:00-05:00,ORRF,0.17
270,2020-01-31 00:00:00-05:00,SPXCY,0.111067
271,2020-01-31 00:00:00-05:00,PPBI,0.25
272,2020-01-31 00:00:00-05:00,AZZ,0.17
273,2020-01-31 00:00:00-05:00,HAFC,0.24
274,2020-01-31 00:00:00-05:00,OVLY,0.14
275,2020-01-31 00:00:00-05:00,NRG,0.3
276,2020-01-31 00:00:00-05:00,SCHYY,1.274
277,2020-01-31 00:00:00-05:00,PNW,0.783
278,2020-01-31 00:00:00-05:00,O,0.225775
279,2020-01-31 00:00:00-05:00,KMI,0.25
280,2020-01-31 00:00:00-05:00,MATW,0.21
281,2020-01-31 00:00:00-05:00,BKR,0.18
282,2020-01-31 00:00:00-05:00,PAYX,0.62
283,2020-01-31 00:00:00-05:00,NVEC,1.0
284,2020-01-31 00:00:00-05:00,DGICA,0.145
285,2020-01-31 00:00:00-05:00,CASY,0.32
286,2020-01-31 00:00:00-05:00,EWBC,0.275
287,2020-02-03 00:00:00-05:00,APLE,0.1
288,2020-02-03 00:00:00-05:00,GEN,12.0
289,2020-02-03 00:00:00-05:00,LBAI,0.125
290,2020-02-03 00:00:00-05:00,SRCE,0.29
291,2020-02-03 00:00:00-05:00,WSR,0.095
292,2020-02-03 00:00:00-05:00,MET,0.44
293,2020-02-03 00:00:00-05:00,SXT,0.39
294,2020-02-04 00:00:00-05:00,AAL,0.1
295,2020-02-04 00:00:00-05:00,CZWI,0.21
296,2020-02-04 00:00:00-05:00,IDA,0.67
297,2020-02-04 00:00:00-05:00,OCFC,0.17
298,2020-02-04 00:00:00-05:00,FSBW,0.105
299,2020-02-04 00:00:00-05:00,HMST,0.15
300,2020-02-04 00:00:00-05:00,NTIC,0.065
301,2020-02-04 00:00:00-05:00,COLB,0.5
302,2020-02-04 00:00:00-05:00,APTV,0.22
303,2020-02-04 00:00:00-05:00,BRO,0.085
304,2020-02-04 00:00:00-05:00,WTBA,0.21
305,2020-02-04 00:00:00-05:00,MPB,0.23
306,2020-02-04 00:00:00-05:00,HTBK,0.13
307,2020-02-04 00:00:00-05:00,IBCP,0.2
308,2020-02-05 00:00:00-05:00,NWBI,0.19
309,2020-02-05 00:00:00-05:00,FELE,0.155
310,2020-02-05 00:00:00-05:00,RELL,0.06
311,2020-02-05 00:00:00-05:00,MATX,0.22
312,2020-02-05 00:00:00-05:00,OFED,0.1
313,2020-02-05 00:00:00-05:00,KBH,0.09
314,2020-02-05 00:00:00-05:00,OPBK,0.07
315,2020-02-05 00:00:00-05:00,RGA,0.7
316,2020-02-05 00:00:00-05:00,WTFC,0.28
317,2020-02-05 00:00:00-05:00,WSFS,0.12
318,2020-02-05 00:00:00-05:00,VBTX,0.17
319,2020-02-05 00:00:00-05:00,GHC,1.45
320,2020-02-05 00:00:00-05:00,HFWA,0.2
321,2020-02-05 00:00:00-05:00,BPRN,0.1
322,2020-02-05 00:00:00-05:00,SBUX,0.41
323,2020-02-06 00:00:00-05:00,ARLP,0.4
324,2020-02-06 00:00:00-05:00,AUB,0.25
325,2020-02-06 00:00:00-05:00,SBFG,0.090476
326,2020-02-06 00:00:00-05:00,WAFD,0.22
327,2020-02-06 00:00:00-05:00,CWBC,0.11
328,2020-02-06 00:00:00-05:00,SYF,0.22
329,2020-02-06 00:00:00-05:00,NSC,0.94
330,2020-02-06 00:00:00-05:00,BCO,0.15
331,2020-02-06 00:00:00-05:00,FCBC,0.25
332,2020-02-06 00:00:00-05:00,INTC,0.33
333,2020-02-06 00:00:00-05:00,RBB,0.12
334,2020-02-06 00:00:00-05:00,BCBP,0.14
335,2020-02-06 00:00:00-05:00,PH,0.88
336,2020-02-06 00:00:00-05:00,FRAF,0.3
337,2020-02-06 00:00:00-05:00,HOPE,0.14
338,2020-02-06 00:00:00-05:00,AWK,0.5
339,2020-02-06 00:00:00-05:00,BMRC,0.23
340,2020-02-06 00:00:00-05:00,SGPYY,0.573
341,2020-02-06 00:00:00-05:00,COST,0.65
342,2020-02-06 00:00:00-05:00,FE,0.39
343,2020-02-06 00:00:00-05:00,AROC,0.145
344,2020-02-06 00:00:00-05:00,FCF,0.11
345,2020-02-06 00:00:00-05:00,SSB,0.47
346,2020-02-06 00:00:00-05:00,WAB,0.12
347,2020-02-06 00:00:00-05:00,FBMS,0.1
348,2020-02-06 00:00:00-05:00,JBHT,0.27
349,2020-02-06 00:00:00-05:00,CMS,0.408
350,2020-02-06 00:00:00-05:00,WFC,0.51
351,2020-02-06 00:00:00-05:00,SIEGY,2.186
352,2020-02-06 00:00:00-05:00,ARTNA,0.25
353,2020-02-06 00:00:00-05:00,CMCO,0.06
354,2020-02-06 00:00:00-05:00,PNFP,0.16
355,2020-02-06 00:00:00-05:00,SMBK,0.05
356,2020-02-06 00:00:00-05:00,CFFN,0.085
357,2020-02-06 00:00:00-05:00,MMLP,0.063
358,2020-02-07 00:00:00-05:00,X,0.01
359,2020-02-07 00:00:00-05:00,DLB,0.22
360,2020-02-07 00:00:00-05:00,SFBC,0.35
361,2020-02-07 00:00:00-05:00,IBTX,0.25
362,2020-02-07 00:00:00-05:00,AAPL,0.1925
363,2020-02-07 00:00:00-05:00,EBTC,0.175
364,2020-02-07 00:00:00-05:00,DIT,0.18
365,2020-02-07 00:00:00-05:00,NBN,0.01
366,2020-02-07 00:00:00-05:00,GROW,0.003
367,2020-02-07 00:00:00-05:00,FIBK,0.34
368,2020-02-07 00:00:00-05:00,GABC,0.19
369,2020-02-07 00:00:00-05:00,AEP,0.7
370,2020-02-07 00:00:00-05:00,CSV,0.075
371,2020-02-07 00:00:00-05:00,BX,0.61
372,2020-02-07 00:00:00-05:00,SXI,0.22
373,2020-02-07 00:00:00-05:00,OLN,0.2
374,2020-02-07 00:00:00-05:00,CWT,0.213
375,2020-02-07 00:00:00-05:00,TMP,0.52
376,2020-02-07 00:00:00-05:00,MPX,0.12
377,2020-02-07 00:00:00-05:00,HBT,0.15
378,2020-02-07 00:00:00-05:00,MWA,0.053
379,2020-02-07 00:00:00-05:00,IBM,1.548757
380,2020-02-07 00:00:00-05:00,PZZA,0.225
381,2020-02-07 00:00:00-05:00,HP,0.71
382,2020-02-07 00:00:00-05:00,GWW,1.44
383,2020-02-07 00:00:00-05:00,RDUS,0.188
384,2020-02-07 00:00:00-05:00,WVFC,0.1
385,2020-02-07 00:00:00-05:00,DHI,0.175
386,2020-02-07 00:00:00-05:00,HBCP,0.22
387,2020-02-07 00:00:00-05:00,COF,0.4
388,2020-02-07 00:00:00-05:00,ROL,0.08
389,2020-02-07 00:00:00-05:00,KKR,0.125
390,2020-02-10 00:00:00-05:00,WBS,0.4
391,2020-02-10 00:00:00-05:00,MDRR,2.0
392,2020-02-10 00:00:00-05:00,ARCB,0.08
393,2020-02-10 00:00:00-05:00,XOM,0.87
394,2020-02-10 00:00:00-05:00,SWKS,0.44
395,2020-02-10 00:00:00-05:00,PCAR,0.213333
396,2020-02-10 00:00:00-05:00,STZ,0.75
397,2020-02-10 00:00:00-05:00,MTG,0.06
398,2020-02-10 00:00:00-05:00,NI,0.21
399,2020-02-10 00:00:00-05:00,PGC,0.05
400,2020-02-10 00:00:00-05:00,KMT,0.2
401,2020-02-11 00:00:00-05:00,SLB,0.5
402,2020-02-11 00:00:00-05:00,TTEK,0.03
403,2020-02-11 00:00:00-05:00,SGC,0.1
404,2020-02-11 00:00:00-05:00,MKTX,0.6
405,2020-02-11 00:00:00-05:00,BFIN,0.1
406,2020-02-11 00:00:00-05:00,HOMB,0.13
407,2020-02-11 00:00:00-05:00,WNEB,0.05
408,2020-02-11 00:00:00-05:00,BOKF,0.51
409,2020-02-11 00:00:00-05:00,NFBK,0.11
410,2020-02-11 00:00:00-05:00,SASR,0.3
411,2020-02-11 00:00:00-05:00,WINA,0.25
412,2020-02-11 00:00:00-05:00,MSA,0.42
413,2020-02-11 00:00:00-05:00,VLO,0.98
414,2020-02-11 00:00:00-05:00,SIRI,0.013
415,2020-02-12 00:00:00-05:00,ADM,0.36
416,2020-02-12 00:00:00-05:00,SIMO,0.35
417,2020-02-12 00:00:00-05:00,CEV,0.045
418,2020-02-12 00:00:00-05:00,TJX,0.23
419,2020-02-12 00:00:00-05:00,TBNK,0.23
420,2020-02-12 00:00:00-05:00,AMG,0.32
421,2020-02-12 00:00:00-05:00,IVZ,0.31
422,2020-02-12 00:00:00-05:00,STBA,0.28
423,2020-02-12 00:00:00-05:00,GGN,0.05
424,2020-02-12 00:00:00-05:00,GLU,0.1
425,2020-02-12 00:00:00-05:00,EVY,0.0433
426,2020-02-12 00:00:00-05:00,RMD,0.39
427,2020-02-12 00:00:00-05:00,ARMK,0.079422
428,2020-02-12 00:00:00-05:00,EVV,0.1
429,2020-02-12 00:00:00-05:00,ZION,0.34
430,2020-02-13 00:00:00-05:00,SMBC,0.15
431,2020-02-13 00:00:00-05:00,AMGN,1.6
432,2020-02-13 00:00:00-05:00,ARR,0.85
433,2020-02-13 00:00:00-05:00,AGCO,0.16
434,2020-02-13 00:00:00-05:00,PSMT,0.35
435,2020-02-13 00:00:00-05:00,EMR,0.5
436,2020-02-13 00:00:00-05:00,MTX,0.05
437,2020-02-13 00:00:00-05:00,MSBI,0.268
438,2020-02-13 00:00:00-05:00,WEC,0.633
439,2020-02-13 00:00:00-05:00,SCHW,0.18
440,2020-02-13 00:00:00-05:00,KR,0.16
441,2020-02-13 00:00:00-05:00,EQT,0.03
442,2020-02-13 00:00:00-05:00,ODC,0.25
443,2020-02-13 00:00:00-05:00,COP,0.42
444,2020-02-13 00:00:00-05:00,LSTR,0.185
445,2020-02-13 00:00:00-05:00,MSVB,0.02
446,2020-02-13 00:00:00-05:00,SJM,0.88
447,2020-02-13 00:00:00-05:00,MMM,1.229097
448,2020-02-13 00:00:00-05:00,SSBI,0.109091
449,2020-02-13 00:00:00-05:00,OPY,0.12
450,2020-02-13 00:00:00-05:00,WAL,0.25
451,2020-02-13 00:00:00-05:00,LNN,0.31
452,2020-02-13 00:00:00-05:00,OSK,0.3
453,2020-02-13 00:00:00-05:00,TAIT,0.035
454,2020-02-13 00:00:00-05:00,GWRS,0.024
455,2020-02-13 00:00:00-05:00,JBL,0.08
456,2020-02-13 00:00:00-05:00,AMP,0.97
457,2020-02-13 00:00:00-05:00,ALE,0.618
458,2020-02-13 00:00:00-05:00,MMS,0.28
459,2020-02-13 00:00:00-05:00,HXL,0.17
460,2020-02-13 00:00:00-05:00,BP,0.63
461,2020-02-13 00:00:00-05:00,AIV,0.054659
462,2020-02-13 00:00:00-05:00,SBRA,0.45
463,2020-02-13 00:00:00-05:00,DCI,0.21
464,2020-02-13 00:00:00-05:00,CF,0.3
465,2020-02-13 00:00:00-05:00,GEO,0.48
466,2020-02-13 00:00:00-05:00,SIGI,0.23
467,2020-02-13 00:00:00-05:00,FCFS,0.27
468,2020-02-13 00:00:00-05:00,BKH,0.535
469,2020-02-13 00:00:00-05:00,GCBC,0.055
470,2020-02-13 00:00:00-05:00,EBMT,0.095
471,2020-02-13 00:00:00-05:00,PBI,0.05
472,2020-02-13 00:00:00-05:00,V,0.3
473,2020-02-13 00:00:00-05:00,BFST,0.1
474,2020-02-13 00:00:00-05:00,COR,0.42
475,2020-02-13 00:00:00-05:00,TSBK,0.2
476,2020-02-13 00:00:00-05:00,HTH,0.09
477,2020-02-13 00:00:00-05:00,DUK,0.945
478,2020-02-13 00:00:00-05:00,YUM,0.47
479,2020-02-13 00:00:00-05:00,JEF,0.143403
480,2020-02-13 00:00:00-05:00,TECH,0.08
481,2020-02-13 00:00:00-05:00,PKOH,0.125
482,2020-02-13 00:00:00-05:00,BWFG,0.14
483,2020-02-13 00:00:00-05:00,BG,0.5
484,2020-02-13 00:00:00-05:00,BHLB,0.24
485,2020-02-13 00:00:00-05:00,FRBA,0.03
486,2020-02-13 00:00:00-05:00,BRKL,0.115
487,2020-02-13 00:00:00-05:00,BSET,0.125
488,2020-02-13 00:00:00-05:00,SPG,2.1
489,2020-02-13 00:00:00-05:00,HTLF,0.2
490,2020-02-13 00:00:00-05:00,BA,2.055
491,2020-02-13 00:00:00-05:00,ERC,0.099
492,2020-02-13 00:00:00-05:00,CHD,0.24
493,2020-02-13 00:00:00-05:00,PFS,0.23
494,2020-02-13 00:00:00-05:00,ENB,0.611
495,2020-02-13 00:00:00-05:00,ERH,0.08
496,2020-02-13 00:00:00-05:00,NXST,0.56
497,2020-02-13 00:00:00-05:00,CRF,0.18
498,2020-02-13 00:00:00-05:00,BAH,0.31
499,2020-02-13 00:00:00-05:00,MSEX,0.256
500,2020-02-13 00:00:00-05:00,AWR,0.305
501,2020-02-13 00:00:00-05:00,LLY,0.74
502,2020-02-13 00:00:00-05:00,DMF,0.035
503,2020-02-13 00:00:00-05:00,OTTR,0.37
504,2020-02-13 00:00:00-05:00,CLM,0.185
505,2020-02-13 00:00:00-05:00,AIT,0.32
506,2020-02-13 00:00:00-05:00,EAD,0.059
507,2020-02-13 00:00:00-05:00,INN,0.18
508,2020-02-13 00:00:00-05:00,SMP,0.25
509,2020-02-14 00:00:00-05:00,PROV,0.14
